Athlete ID,Athlete Name,Competitions,Career Length (Years),Best Squat (kg),Best Bench (kg),Best Deadlift (kg),Best Total (kg),Average Total (kg),Best DOTS,Career Improvement (kg),PR Count
ATH00006,A Ibempishak Devi,2,0.84,42.5,30.0,70.0,132.5,131.25,136.1,2.5,2
