Tested,AthleteCount,AverageBodyweight,AverageSquat,AverageBench,AverageDeadlift,AverageTotal,AverageDOTS,AverageStrengthRatio,AverageImprovement
1.0,8144,76.17,177.97,101.63,184.34,463.94,375.36,6.19,18.37
