Athlete ID,Athlete Name,Competitions,Career Length (Years),Best Squat (kg),Best Bench (kg),Best Deadlift (kg),Best Total (kg),Average Total (kg),Best DOTS,Career Improvement (kg),PR Count
ATH00011,A Madhuri,4,4.1,135.0,67.5,147.5,350.0,306.88,322.42,60.0,3
